cy,city,cy -> city,2014-02-04,2f21b4e8-8df4-11e3-ae06-58b035f91c4e
cs,close,cs -> close,2014-02-04,2f21b60a-8df4-11e3-b1f7-58b035f91c4e
cm,come,cm -> come,2014-02-04,2f21b722-8df4-11e3-a2ee-58b035f91c4e
cd,could,cd -> could,2014-02-04,2f21b830-8df4-11e3-ab54-58b035f91c4e
cty,country,cty -> country,2014-02-04,2f21b948-8df4-11e3-af7d-58b035f91c4e
df,different,df -> different,2014-02-04,2f21ba58-8df4-11e3-8044-58b035f91c4e
ds,does,ds -> does,2014-02-04,2f21bb64-8df4-11e3-8e6e-58b035f91c4e
dg,doing,dg -> doing,2014-02-04,2f21bc7e-8df4-11e3-9c76-58b035f91c4e
dn,done,dn -> done,2014-02-04,2f21bd8a-8df4-11e3-bcc9-58b035f91c4e
d,don't,d -> don't,2014-02-04,2f21bea2-8df4-11e3-ad47-58b035f91c4e
dw,down,dw -> down,2014-02-04,2f21bfb0-8df4-11e3-ad7e-58b035f91c4e
e,each,e -> each,2014-02-04,2f21c102-8df4-11e3-baad-58b035f91c4e
ea,each,ea -> each,2014-02-04,2f21c208-8df4-11e3-8e28-58b035f91c4e
erh,earth,erh -> earth,2014-02-04,2f21c33e-8df4-11e3-8c41-58b035f91c4e
es,easy,es -> easy,2014-02-04,2f21c468-8df4-11e3-b0f8-58b035f91c4e
8,eight,8 -> eight,2014-02-04,2f21c58c-8df4-11e3-b6a1-58b035f91c4e
en,English,en -> English,2014-02-04,2f21c6a4-8df4-11e3-9d1f-58b035f91c4e
eng,English,eng -> English,2014-02-04,2f21c794-8df4-11e3-8321-58b035f91c4e
nf,enough,nf -> enough,2014-02-04,2f21c8ac-8df4-11e3-a203-58b035f91c4e
ev,even,ev -> even,2014-02-04,2f21c9b8-8df4-11e3-90d6-58b035f91c4e
vn,even,vn -> even,2014-02-04,2f21caa8-8df4-11e3-99b2-58b035f91c4e
er,ever,er -> ever,2014-02-04,2f21cbb8-8df4-11e3-8bc8-58b035f91c4e
ey,every,ey -> every,2014-02-04,2f21ccc8-8df4-11e3-8f0f-58b035f91c4e
x,example,x -> example,2014-02-04,2f21cdde-8df4-11e3-a19b-58b035f91c4e
fml,family,fml -> family,2014-02-04,2f21ceec-8df4-11e3-96bd-58b035f91c4e
ftr,father,ftr -> father,2014-02-04,2f21cffa-8df4-11e3-a93f-58b035f91c4e
fhr,father,fhr -> father,2014-02-04,2f21d0e2-8df4-11e3-8447-58b035f91c4e
f3,feet,f3 -> feet,2014-02-04,2f21d1ee-8df4-11e3-b373-58b035f91c4e
f8,feet,f8 -> feet,2014-02-04,2f21d2de-8df4-11e3-b303-58b035f91c4e
fd,find,fd -> find,2014-02-04,2f21d3ec-8df4-11e3-bf56-58b035f91c4e
fdg,finding,fdg -> finding,2014-02-04,2f21d506-8df4-11e3-bb2e-58b035f91c4e
fn,fine,fn -> fine,2014-02-04,2f21d608-8df4-11e3-8fdc-58b035f91c4e
fs,first,fs -> first,2014-02-04,2f21d71e-8df4-11e3-b442-58b035f91c4e
5,five,5 -> five,2014-02-04,2f21d82e-8df4-11e3-90c2-58b035f91c4e
fl,follow,fl -> follow,2014-02-04,2f21d96e-8df4-11e3-9c39-58b035f91c4e
flr,follower,flr -> follower,2014-02-04,2f21da9a-8df4-11e3-8275-58b035f91c4e
fod,food,fod -> food,2014-02-04,2f21dbba-8df4-11e3-9b7f-58b035f91c4e
fu,food,fu -> food,2014-02-04,2f21dca2-8df4-11e3-8dd6-58b035f91c4e
ft,foot,ft -> foot,2014-02-04,2f21ddb0-8df4-11e3-aee6-58b035f91c4e
f,for,f -> for,2014-02-04,2f21debe-8df4-11e3-90ad-58b035f91c4e
fx,for example,fx -> for example,2014-02-04,2f21dfd4-8df4-11e3-96c0-58b035f91c4e
fg,forget,fg -> forget,2014-02-04,2f21e0e4-8df4-11e3-8bc1-58b035f91c4e
fo,form,fo -> form,2014-02-04,2f21e1fa-8df4-11e3-b681-58b035f91c4e
fnd,found,fnd -> found,2014-02-04,2f21e314-8df4-11e3-acbd-58b035f91c4e
fw,found,fw -> found,2014-02-04,2f21e3fa-8df4-11e3-b236-58b035f91c4e
4,four,4 -> four,2014-02-04,2f21e508-8df4-11e3-acdc-58b035f91c4e
fm,from,fm -> from,2014-02-04,2f21e618-8df4-11e3-82d0-58b035f91c4e
fut,future,fut -> future,2014-02-04,2f21e724-8df4-11e3-ad34-58b035f91c4e
gv,gave,gv -> gave,2014-02-04,2f21e834-8df4-11e3-94c4-58b035f91c4e
ga,gave,ga -> gave,2014-02-04,2f21e924-8df4-11e3-b3b5-58b035f91c4e
g,get,g -> get,2014-02-04,2f21ea30-8df4-11e3-92af-58b035f91c4e
gl,girl,gl -> girl,2014-02-04,2f21eb3e-8df4-11e3-be99-58b035f91c4e
gi,give,gi -> give,2014-02-04,2f21ec4a-8df4-11e3-b0d9-58b035f91c4e
gg,going,gg -> going,2014-02-04,2f21ed64-8df4-11e3-91c1-58b035f91c4e
gd,good,gd -> good,2014-02-04,2f21ee70-8df4-11e3-926c-58b035f91c4e
g8,great,g8 -> great,2014-02-04,2f21ef80-8df4-11e3-98c3-58b035f91c4e
gr,ground,gr -> ground,2014-02-04,2f21f09a-8df4-11e3-993f-58b035f91c4e
gp,group,gp -> group,2014-02-04,2f21f1a6-8df4-11e3-9561-58b035f91c4e
gw,grow,gw -> grow,2014-02-04,2f21f2b4-8df4-11e3-b43f-58b035f91c4e
hdt,hadn't,hdt -> hadn't,2014-02-04,2f21f3b8-8df4-11e3-b3fa-58b035f91c4e
hpn,happen,hpn -> happen,2014-02-04,2f21f4d0-8df4-11e3-abdb-58b035f91c4e
ha,happen,ha -> happen,2014-02-04,2f21f5c0-8df4-11e3-a006-58b035f91c4e
hpd,happened,hpd -> happened,2014-02-04,2f21f6c2-8df4-11e3-9027-58b035f91c4e
hpng,happening,hpng -> happening,2014-02-04,2f21f7d2-8df4-11e3-9467-58b035f91c4e
hst,hasn't,hst -> hasn't,2014-02-04,2f21f926-8df4-11e3-b180-58b035f91c4e
h8,hate,h8 -> hate,2014-02-04,2f21fd10-8df4-11e3-a303-58b035f91c4e
h,have,h -> have,2014-02-04,2f21fe6e-8df4-11e3-a3fc-58b035f91c4e
ht,haven't,ht -> haven't,2014-02-04,2f21ff98-8df4-11e3-98b5-58b035f91c4e
hg,having,hg -> having,2014-02-04,2f2200b0-8df4-11e3-8a22-58b035f91c4e
hd,head,hd -> head,2014-02-04,2f2201d2-8df4-11e3-9ea3-58b035f91c4e
h3,hear,h3 -> hear,2014-02-04,2f2202e2-8df4-11e3-98ea-58b035f91c4e
hp,help,hp -> help,2014-02-04,2f2203f8-8df4-11e3-8c7a-58b035f91c4e
hr,here,hr -> here,2014-02-04,2f220506-8df4-11e3-babd-58b035f91c4e
hh,high,hh -> high,2014-02-04,2f22061e-8df4-11e3-a7ff-58b035f91c4e
hm,home,hm -> home,2014-02-04,2f220736-8df4-11e3-9117-58b035f91c4e
ho,hope,ho -> hope,2014-02-04,2f220846-8df4-11e3-807d-58b035f91c4e
hpg,hoping,hpg -> hoping,2014-02-04,2f22095c-8df4-11e3-a418-58b035f91c4e
hs,house,hs -> house,2014-02-04,2f220a74-8df4-11e3-8af6-58b035f91c4e
hw,how,hw -> how,2014-02-04,2f220b98-8df4-11e3-983a-58b035f91c4e
m,I'm,m -> I'm,2014-02-04,2f220ca4-8df4-11e3-a031-58b035f91c4e
img,image,img -> image,2014-02-04,2f220dc6-8df4-11e3-824a-58b035f91c4e
mgn,imagine,mgn -> imagine,2014-02-04,2f220ed4-8df4-11e3-8a75-58b035f91c4e
imgn,imagine,imgn -> imagine,2014-02-04,2f220fc6-8df4-11e3-b887-58b035f91c4e
imp,important,imp -> important,2014-02-04,2f2210e4-8df4-11e3-b80d-58b035f91c4e
ip,important,ip -> important,2014-02-04,2f2211d4-8df4-11e3-8d82-58b035f91c4e
idn,Indian,idn -> Indian,2014-02-04,2f2212e4-8df4-11e3-9725-58b035f91c4e
nt,into,nt -> into,2014-02-04,2f2213f4-8df4-11e3-be79-58b035f91c4e
i2,into,i2 -> into,2014-02-04,2f2214e2-8df4-11e3-ae0b-58b035f91c4e
zt,is it,zt -> is it,2014-02-04,2f221606-8df4-11e3-9305-58b035f91c4e
tz,it is,tz -> it is,2014-02-04,2f221712-8df4-11e3-a112-58b035f91c4e
s,it's,s -> it's,2014-02-04,2f22181e-8df4-11e3-a157-58b035f91c4e
j,just,j -> just,2014-02-04,2f221954-8df4-11e3-aaaf-58b035f91c4e
kp,keep,kp -> keep,2014-02-04,2f221a6e-8df4-11e3-bfeb-58b035f91c4e
kd,kind,kd -> kind,2014-02-04,2f221b92-8df4-11e3-9e3e-58b035f91c4e
kf,kind of,kf -> kind of,2014-02-04,2f221ca8-8df4-11e3-92b3-58b035f91c4e
kw,know,kw -> know,2014-02-04,2f221db6-8df4-11e3-ab68-58b035f91c4e
kn,know,kn -> know,2014-02-04,2f221ea6-8df4-11e3-8e7a-58b035f91c4e
lg,large,lg -> large,2014-02-04,2f221fb4-8df4-11e3-829c-58b035f91c4e
lr,later,lr -> later,2014-02-04,2f2220c0-8df4-11e3-bf5a-58b035f91c4e
ld,lead,ld -> lead,2014-02-04,2f2221d2-8df4-11e3-9f94-58b035f91c4e
lrn,learn,lrn -> learn,2014-02-04,2f2222de-8df4-11e3-89bd-58b035f91c4e
l3,learn,l3 -> learn,2014-02-04,2f2223da-8df4-11e3-aaa1-58b035f91c4e
lrd,learned,lrd -> learned,2014-02-04,2f2224e6-8df4-11e3-a8ed-58b035f91c4e
lrnd,learned,lrnd -> learned,2014-02-04,2f2225ca-8df4-11e3-bc93-58b035f91c4e
lev,leave,lev -> leave,2014-02-04,2f2226d0-8df4-11e3-9489-58b035f91c4e
le,left,le -> left,2014-02-04,2f2227de-8df4-11e3-a33a-58b035f91c4e
ler,letter,ler -> letter,2014-02-04,2f2228f6-8df4-11e3-92fe-58b035f91c4e
lf,life,lf -> life,2014-02-04,2f2229f8-8df4-11e3-94c2-58b035f91c4e
lt,light,lt -> light,2014-02-04,2f222b12-8df4-11e3-b156-58b035f91c4e
lk,like,lk -> like,2014-02-04,2f222c22-8df4-11e3-be2f-58b035f91c4e
ln,line,ln -> line,2014-02-04,2f222d2e-8df4-11e3-aa4e-58b035f91c4e
ls,list,ls -> list,2014-02-04,2f222e3a-8df4-11e3-9275-58b035f91c4e
ll,little,ll -> little,2014-02-04,2f222f40-8df4-11e3-801f-58b035f91c4e
li,live,li -> live,2014-02-04,2f223050-8df4-11e3-bd81-58b035f91c4e
lc,look,lc -> look,2014-02-04,2f22315c-8df4-11e3-b339-58b035f91c4e
lv,love,lv -> love,2014-02-04,2f223268-8df4-11e3-8391-58b035f91c4e
md,made,md -> made,2014-02-04,2f223376-8df4-11e3-a995-58b035f91c4e
mk,make,mk -> make,2014-02-04,2f22347a-8df4-11e3-b642-58b035f91c4e
mg,manage,mg -> manage,2014-02-04,2f223594-8df4-11e3-badb-58b035f91c4e
mn,many,mn -> many,2014-02-04,2f2236e8-8df4-11e3-86d5-58b035f91c4e
m3,mean,m3 -> mean,2014-02-04,2f22389e-8df4-11e3-8177-58b035f91c4e
mt,might,mt -> might,2014-02-04,2f2239de-8df4-11e3-8000-58b035f91c4e
mi,mile,mi -> mile,2014-02-04,2f223b0c-8df4-11e3-a877-58b035f91c4e
mis,miss,mis -> miss,2014-02-04,2f223c4a-8df4-11e3-9960-58b035f91c4e
mr (remove full stop from postfixes),more,mr (remove full stop from postfixes) -> more,2014-02-04,2f223d64-8df4-11e3-9f55-58b035f91c4e
mo,most,mo -> most,2014-02-04,2f223e74-8df4-11e3-a911-58b035f91c4e
mot,mother,mot -> mother,2014-02-04,2f223f80-8df4-11e3-8c4b-58b035f91c4e
mtn,mountain,mtn -> mountain,2014-02-04,2f22409a-8df4-11e3-b536-58b035f91c4e
mv,move,mv -> move,2014-02-04,2f2241b0-8df4-11e3-9a11-58b035f91c4e
mc,much,mc -> much,2014-02-04,2f2242ca-8df4-11e3-82f3-58b035f91c4e
ms,must,ms -> must,2014-02-04,2f2243de-8df4-11e3-a439-58b035f91c4e
na,name,na -> name,2014-02-04,2f2244ee-8df4-11e3-8c68-58b035f91c4e
nr,near,nr -> near,2014-02-04,2f2245fe-8df4-11e3-ba86-58b035f91c4e
nd,need,nd -> need,2014-02-04,2f22470a-8df4-11e3-b4e0-58b035f91c4e
nv,never,nv -> never,2014-02-04,2f224822-8df4-11e3-8d50-58b035f91c4e
nx,next,nx -> next,2014-02-04,2f22492e-8df4-11e3-a82b-58b035f91c4e
nit,night,nit -> night,2014-02-04,2f224a3e-8df4-11e3-b3d9-58b035f91c4e
9,nine,9 -> nine,2014-02-04,2f224b4c-8df4-11e3-a773-58b035f91c4e
nm,number,nm -> number,2014-02-04,2f224c64-8df4-11e3-99a4-58b035f91c4e
ofn,often,ofn -> often,2014-02-04,2f224d74-8df4-11e3-a07d-58b035f91c4e
k,okay,k -> okay,2014-02-04,2f224e94-8df4-11e3-9357-58b035f91c4e
ks,okay so,ks -> okay so,2014-02-04,2f224fa4-8df4-11e3-acb7-58b035f91c4e
ksn,okay so now,ksn -> okay so now,2014-02-04,2f2250c2-8df4-11e3-bb97-58b035f91c4e
1,one,1 -> one,2014-02-04,2f2251f8-8df4-11e3-8587-58b035f91c4e
ol,only,ol -> only,2014-02-04,2f22531c-8df4-11e3-bb4f-58b035f91c4e
oy,only,oy -> only,2014-02-04,2f22540a-8df4-11e3-b2ff-58b035f91c4e
nl,only,nl -> only,2014-02-04,2f225506-8df4-11e3-bd5c-58b035f91c4e
ot,other,ot -> other,2014-02-04,2f22560a-8df4-11e3-9f16-58b035f91c4e
ov,over,ov -> over,2014-02-04,2f22571a-8df4-11e3-ae85-58b035f91c4e
pg,page,pg -> page,2014-02-04,2f225826-8df4-11e3-a923-58b035f91c4e
pp,paper,pp -> paper,2014-02-04,2f22593e-8df4-11e3-87ab-58b035f91c4e
pt,part,pt -> part,2014-02-04,2f225a4c-8df4-11e3-a868-58b035f91c4e
p,people,p -> people,2014-02-04,2f225b6e-8df4-11e3-bace-58b035f91c4e
pic,picture,pic -> picture,2014-02-04,2f225c88-8df4-11e3-902d-58b035f91c4e
pl,place,pl -> place,2014-02-04,2f225d94-8df4-11e3-a716-58b035f91c4e
plt,plant,plt -> plant,2014-02-04,2f225ea2-8df4-11e3-afce-58b035f91c4e
p3,play,p3 -> play,2014-02-04,2f225fae-8df4-11e3-bffa-58b035f91c4e
pla,play,pla -> play,2014-02-04,2f22609e-8df4-11e3-9e0d-58b035f91c4e
ps,please,ps -> please,2014-02-04,2f2261a4-8df4-11e3-86fa-58b035f91c4e
pz,please,pz -> please,2014-02-04,2f226294-8df4-11e3-b49c-58b035f91c4e
pn,point,pn -> point,2014-02-04,2f2263a2-8df4-11e3-8020-58b035f91c4e
pri,private,pri -> private,2014-02-04,2f2264b0-8df4-11e3-ac9f-58b035f91c4e
pr,probably,pr -> probably,2014-02-04,2f2265c8-8df4-11e3-a36c-58b035f91c4e
prl,probably,prl -> probably,2014-02-04,2f2266c2-8df4-11e3-85ee-58b035f91c4e
prb,probably,prb -> probably,2014-02-04,2f22679e-8df4-11e3-b8a3-58b035f91c4e
pb,problem,pb -> problem,2014-02-04,2f2268e6-8df4-11e3-9be0-58b035f91c4e
pro,protected,pro -> protected,2014-02-04,2f226afa-8df4-11e3-a7ed-58b035f91c4e
pu,public,pu -> public,2014-02-04,2f226c58-8df4-11e3-a7eb-58b035f91c4e
qn,question,qn -> question,2014-02-04,2f226d8c-8df4-11e3-88e4-58b035f91c4e
qk,quick,qk -> quick,2014-02-04,2f226ed0-8df4-11e3-943b-58b035f91c4e
qkl,quickly,qkl -> quickly,2014-02-04,2f226fdc-8df4-11e3-a3b9-58b035f91c4e
ql,quickly,ql -> quickly,2014-02-04,2f2270c2-8df4-11e3-9f1d-58b035f91c4e
q,quite,q -> quite,2014-02-04,2f227200-8df4-11e3-89cf-58b035f91c4e
rd,read,rd -> read,2014-02-04,2f227324-8df4-11e3-a317-58b035f91c4e
ry,really,ry -> really,2014-02-04,2f227430-8df4-11e3-a418-58b035f91c4e
rs,reason,rs -> reason,2014-02-04,2f227540-8df4-11e3-ab7a-58b035f91c4e
ri,right,ri -> right,2014-02-04,2f22768a-8df4-11e3-99e5-58b035f91c4e
rit,right,rit -> right,2014-02-04,2f22778c-8df4-11e3-940f-58b035f91c4e
rt,right,rt -> right,2014-02-04,2f22787e-8df4-11e3-92e9-58b035f91c4e
rv,river,rv -> river,2014-02-04,2f227994-8df4-11e3-9556-58b035f91c4e
rn,run,rn -> run,2014-02-04,2f227aa4-8df4-11e3-8d41-58b035f91c4e
sd,said,sd -> said,2014-02-04,2f227bb4-8df4-11e3-ad87-58b035f91c4e
sa,same,sa -> same,2014-02-04,2f227e5a-8df4-11e3-b7ef-58b035f91c4e
sy,say,sy -> say,2014-02-04,2f227fae-8df4-11e3-a190-58b035f91c4e
sz,says,sz -> says,2014-02-04,2f2280d0-8df4-11e3-8da6-58b035f91c4e
scl,school,scl -> school,2014-02-04,2f2281f4-8df4-11e3-b92b-58b035f91c4e
sc,second,sc -> second,2014-02-04,2f22830a-8df4-11e3-b5c2-58b035f91c4e
se,see,se -> see,2014-02-04,2f228424-8df4-11e3-a097-58b035f91c4e
sen,seen,sen -> seen,2014-02-04,2f228530-8df4-11e3-ad5b-58b035f91c4e
stc,sentence,stc -> sentence,2014-02-04,2f228648-8df4-11e3-b51d-58b035f91c4e
7,seven,7 -> seven,2014-02-04,2f228762-8df4-11e3-b3d4-58b035f91c4e
shd,should,shd -> should,2014-02-04,2f228880-8df4-11e3-99cf-58b035f91c4e
sht,shouldn't,sht -> shouldn't,2014-02-04,2f22899a-8df4-11e3-894e-58b035f91c4e
shn,shouldn't,shn -> shouldn't,2014-02-04,2f228a8a-8df4-11e3-b78e-58b035f91c4e
sh,show,sh -> show,2014-02-04,2f228b9a-8df4-11e3-9572-58b035f91c4e
sid,side,sid -> side,2014-02-04,2f228ca6-8df4-11e3-950f-58b035f91c4e
s9,sign,s9 -> sign,2014-02-04,2f228dc8-8df4-11e3-a7ec-58b035f91c4e
sng,single,sng -> single,2014-02-04,2f228ed8-8df4-11e3-9e56-58b035f91c4e
6,six,6 -> six,2014-02-04,2f228fee-8df4-11e3-aabf-58b035f91c4e
sml,small,sml -> small,2014-02-04,2f2290fe-8df4-11e3-9933-58b035f91c4e
sm,some,sm -> some,2014-02-04,2f229214-8df4-11e3-9a42-58b035f91c4e
som,someone,som -> someone,2014-02-04,2f22932c-8df4-11e3-a5c7-58b035f91c4e
smn,someone,smn -> someone,2014-02-04,2f229412-8df4-11e3-83e6-58b035f91c4e
sg,something,sg -> something,2014-02-04,2f22951e-8df4-11e3-ad9f-58b035f91c4e
st,sometimes,st -> sometimes,2014-02-04,2f22962e-8df4-11e3-8a2c-58b035f91c4e
sn,soon,sn -> soon,2014-02-04,2f229746-8df4-11e3-95cf-58b035f91c4e
sry,sorry,sry -> sorry,2014-02-04,2f22985c-8df4-11e3-b793-58b035f91c4e
sf,sort of,sf -> sort of,2014-02-04,2f229976-8df4-11e3-aca5-58b035f91c4e
snd,sound,snd -> sound,2014-02-04,2f229a86-8df4-11e3-9f6c-58b035f91c4e
spk,speak,spk -> speak,2014-02-04,2f229b92-8df4-11e3-828d-58b035f91c4e
sp,spell,sp -> spell,2014-02-04,2f229cac-8df4-11e3-afb2-58b035f91c4e
spl,spell,spl -> spell,2014-02-04,2f229d9a-8df4-11e3-be09-58b035f91c4e
spg,spelling,spg -> spelling,2014-02-04,2f229ea8-8df4-11e3-a911-58b035f91c4e
splg,spelling,splg -> spelling,2014-02-04,2f229f98-8df4-11e3-a9df-58b035f91c4e
sta,start,sta -> start,2014-02-04,2f22a0a4-8df4-11e3-9f5b-58b035f91c4e
stt,state,stt -> state,2014-02-04,2f22a1be-8df4-11e3-9fae-58b035f91c4e
stm,statement,stm -> statement,2014-02-04,2f22a2cc-8df4-11e3-8704-58b035f91c4e
st,static,st -> static,2014-02-04,2f22a3da-8df4-11e3-944a-58b035f91c4e
sty,stay,sty -> stay,2014-02-04,2f22a4fa-8df4-11e3-8eb5-58b035f91c4e
stl,steal,stl -> steal,2014-02-04,2f22a614-8df4-11e3-825c-58b035f91c4e
sl,still,sl -> still,2014-02-04,2f22a724-8df4-11e3-952f-58b035f91c4e
stp,stop,stp -> stop,2014-02-04,2f22a830-8df4-11e3-ba6b-58b035f91c4e
soy,story,soy -> story,2014-02-04,2f22a93e-8df4-11e3-b0aa-58b035f91c4e
sto,story,sto -> story,2014-02-04,2f22aa24-8df4-11e3-aad6-58b035f91c4e
sdy,study,sdy -> study,2014-02-04,2f22ab34-8df4-11e3-859a-58b035f91c4e
su,such,su -> such,2014-02-04,2f22ac40-8df4-11e3-bd07-58b035f91c4e
sr,sure,sr -> sure,2014-02-04,2f22ad4c-8df4-11e3-bd45-58b035f91c4e
t8,take,t8 -> take,2014-02-04,2f22ae66-8df4-11e3-9ce4-58b035f91c4e
tlk,talk,tlk -> talk,2014-02-04,2f22af7e-8df4-11e3-b870-58b035f91c4e
tl,tell,tl -> tell,2014-02-04,2f22b08c-8df4-11e3-8075-58b035f91c4e
ta,than,ta -> than,2014-02-04,2f22b19a-8df4-11e3-9eaa-58b035f91c4e
tu,thank you,tu -> thank you,2014-02-04,2f22b2b0-8df4-11e3-9397-58b035f91c4e
tku,thank you,tku -> thank you,2014-02-04,2f22b39a-8df4-11e3-8eb0-58b035f91c4e
tx,thanks,tx -> thanks,2014-02-04,2f22b4b0-8df4-11e3-8b7c-58b035f91c4e
thx,thanks,thx -> thanks,2014-02-04,2f22b5a2-8df4-11e3-b1d1-58b035f91c4e
tns,thanks,tns -> thanks,2014-02-04,2f22b686-8df4-11e3-abc0-58b035f91c4e
tt,that,tt -> that,2014-02-04,2f22b794-8df4-11e3-a39e-58b035f91c4e
t,the,t -> the,2014-02-04,2f22b8ac-8df4-11e3-b482-58b035f91c4e
ter,their,ter -> their,2014-02-04,2f22b9b8-8df4-11e3-950e-58b035f91c4e
tm,them,tm -> them,2014-02-04,2f22bac8-8df4-11e3-a188-58b035f91c4e
tn,then,tn -> then,2014-02-04,2f22bbd8-8df4-11e3-8297-58b035f91c4e
tr,there,tr -> there,2014-02-04,2f22bcee-8df4-11e3-a71f-58b035f91c4e
tes,these,tes -> these,2014-02-04,2f22bdf0-8df4-11e3-ad0a-58b035f91c4e
ty,they,ty -> they,2014-02-04,2f22bf00-8df4-11e3-849a-58b035f91c4e
tg,thing,tg -> thing,2014-02-04,2f22c010-8df4-11e3-942a-58b035f91c4e
thg,thing,thg -> thing,2014-02-04,2f22c0fe-8df4-11e3-94d2-58b035f91c4e
tnk,think,tnk -> think,2014-02-04,2f22c21e-8df4-11e3-9f8c-58b035f91c4e
